KGun_ID,Kuni_ID,M17G_ID,Ken_Nm,Kuni_Nm,Gun_Nm,MeijiYear,Notes,RSI_19Sep07,RSIX19Sep07,RSI_11Sep07,RSIX11Sept07,RSI_9Jun07,RSIX9Jun07,CPZ,Hi_LUH,Sum_Pop,URC,Pct_class,Size_class,Pct_Urb,AreaGIS,Calc_Pop,JPT_ID,G277,G278,G001_cho,G001_km2,G002_cho,G282_km2,G1_G2,Missing,G4_G5,G004_cho,G005_cho,G006_cho,G007_yen,G009_cho,G010_yen,G137,G402_cho,G405_cho,G016_cho,G016_km2,G408_cho,G398,G399,G021,g021P,g015R,g21_g305,G347,G026,G032,G033,G034,G035,G036,G037,G038,G039,G301,G302,G303,G304,G305,G306,G316,G318,G319,G320,G321,G322,G323,G336,G337,G040,G041,G338,G339,G340,G341,G029,G030,G031,G348,G283,G284,G285,g303_g285,G286,G525,G523,G042,G043,G044,G045,G046,G047,G324,G325,G326,G360,G361,G362,G054,G055,G056,G057,G063,G064,G065,g41,g42,G077,G078,G085,G086,G090,G092,G095,G099,G100,G751,G752,G108,g56,g57,G111,G112,G119,g60a,g60b,G120,G121,G122,G123,G124,G359,G125,g287,G126,G329,g288,G127,G130,G131,G128,G134,G135,G133,G307,G308,G309,G141,G142,G145,G152,G153,G310,G158,G159,G160,G1080,G313,G334,G335,G161,G162,g85,g86,g87,g88,G203,G206,G260,G263,G114,g94,g95,g96,g97,g94_97,g94_sum,g94_,g94r,g94c,g94k,g95conv,g95_hash,g95r,g95c,g95k,g96conv,g96_hash,g96r,g96c,g96k,g97conv,g97_hash,g97r,g97c,g97k,g98a,g99b
506,5,6,Fukushima,Iwashiro,Ônuma,M20,,92.43831711,4,88.63055887,5,89.17799187,5,5,7,2317,7,5,5,6.297564688,985,2317,05061,161,53030,23873.2,236.822144,60.2,985.381,23933.4,99362.81133,23933.4,6990.5,16942.9,3491,1012600,3499.5,513477,1526077,450,500,463,4.59296,228.1,7453.5,23470.4,6489,5.679303437,36853,0,6489,37,109,12,137,240,6260,108,12360,17627,121,377,6368,29987,6489,30364,36853,498,36355,246,252,18620,17735,18866,17987,0,0,0,18866,17987,36853,36792,18704,18088,36853,18704,18088,36792,,6489,5.669902913,103.4055728,1129,,,1068,,,-61,,,,,2197,1970,2350,2164,2458,309,2667,1186.9,,,11371,1295,732,1258,,,,,,15,10,,,,23,225,639,576,63,28,76,134,193,145,312,326,3.308364988,97,423,42.92755797,5780,2269,659,2928,718,2134,2852,2987,2793,5780,52378.667,42590.65,25312.44,5259,667,5926,6704,1217,275,883.5,8196,563,5926,40,99,,,,,0,9,23,5259,0,0,0,500,31349,,31849,,,0,0,0,,,0,0,500,,500,,500,31349,,31349,,31349,,
507,5,7,Fukushima,Iwashiro,Kawanuma,M20,,98.89982734,3,96.19188157,3,94.49928641,4,4,7,3466,7,5,5,8.915067648,408,3466,05071,248,76212,20759.2,205.931264,40.2,408.458,20799.4,41187.65756,20799.4,8308.6,12490.8,5021.5,1405594,3287.1,532456,1938050,455.3,364.5,489.5,4.85584,256.7,8798.1,20309.9,6630,5.904072398,39144,26,6604,37,115,13,145,242,6274,202,13385,18768,128,387,6476,32153,6604,32540,39144,515,38629,260,255,19659,18970,19919,19225,1,1,2,19920,19226,39146,38878,19617,19261,39144,19617,19261,38878,,6630,5.863951735,101.8482945,1009,,,741,,,-268,,,,,1750,4059,5075,332,580,36,3371,1694.7,,,37830,1950,3331,3487,,,,,,16,12,,,,123,391,602,531,71,42,136,139,101,113,362,402,9.841893169,134,536,131.2252423,6459,2405,530,2935,981,2543,3524,3386,3073,6459,67631.539,52970.375,35141.22,5166,625,5791,4922,792,228,624,5942,813,5791,192,274,,,,,0,20,29,11938,0,0,0,25317,18500,,43817,,,0,0,0,,,0,0,25317,,25317,,25317,18500,,18500,,18500,,
508,5,8,Fukushima,Iwashiro,Yama,M20,,94.50328876,4,93.79610178,4,93.68380503,4,4,5,16987,4,2,2,26.83188804,1306,16987,05081,310,126245,45873.5,455.06512,125.7,1305.9,45999.2,131682.9686,45999.2,11999.6,33999.6,7987.6,2093753,4012,550450,2644203,530.1,257.7,774.3,7.681056,241.1,12773.9,45224.9,10823,5.879053867,63629,28,10795,59,224,20,300,503,10247,304,21644,30387,244,803,10551,52031,10795,52834,63629,1047,62582,524,523,31891,30691,32415,31214,8,1,9,32423,31215,63638,63309,32028,31281,63629,32028,31281,63309,,10823,5.849487203,102.3880311,1966,,,1617,,,-349,,,,,3583,2614,4237,1832,3835,106,6077,36251.3,,,55723,1457,6887,5980,,,,,,12.5,8875,,,,60,603,1001,919,82,80,154,260,217,208,524,579,4.433723869,138,717,54.90466345,10085,3679,752,4431,1515,4139,5654,5194,4891,10085,98913.927,74630.977,52300.68,7566,1576,9142,6709,632,783,1099,8124,1653,9142,11,26,,,,,1,157,93,35320,0,0,0,29700,4320,,34020,,,0,0,0,,,0,0,29700,,29700,,26700,4320,,4320,,4320,,
509,5,9,Fukushima,Iwashiro,Iwase,M20,,98.93011671,3,100.1759695,2,97.89812753,3,3,6,6482,5,2,4,18.07937969,458,6482,05091,72,59008,16380,162.4896,280.9,457.944,16660.9,46177.6747,18660.9,8949.8,9711.1,4527.8,1377909,4422,209358,1587267,686.5,206.2,418.5,4.15152,204.9,9368.3,16242.4,6029,5.776082269,34824,0,6029,50,107,2,191,241,5659,261,11577,16786,109,432,5920,28363,6029,28795,34824,541,34283,298,243,17236,17047,17534,17290,0,1,1,17534,17291,34825,35853,17968,17885,34824,17968,17885,35853,,6029,5.94675734,100.464076,854,,,1882,,,1028,,,,,2736,9763,10234,4792,6136,30,5403,37428.8,,,29369,679,2310,1372,,,,,,15,13,,,,146,509,693,634,59,75,158,142,135,124,416,402,8.778365914,55,457,99.79386126,5325,2156,1075,3231,557,1528,2085,2713,2603,5316,88352.24,43464.768,34465.69,4072,427,4499,3058,1446,223,946,4727,1530,4499,281,187,,,,,0,344,44,27599,0,7397,1230,14907,0,157228,23534,,7397,0,1230,1230,,1230,,1230,14907,,14907,,14763,0,,,0,0,,
510,5,10,Fukushima,Iwashiro,Asaka,M20,,95.38049236,4,97.95948013,3,97.39449265,3,3,6,5878,5,3,4,15.03401709,433,5878,05101,48,53032,15640,155.1488,426.3,432.873,16066.3,43649.59161,16066.3,7486.7,8579.6,4785.7,1453105,2701,254529,1707634,628.5,213.7,353.7,3.508704,208.5,7840.4,15712.6,6189,6.131523671,37948,0,6189,41,401,12,551,904,5574,202,12545,17759,413,1455,5776,30304,6189,31759,37948,1868,36080,952,916,18119,17961,19071,18877,0,0,0,19071,18877,37948,39098,19755,19343,37948,19755,19343,39098,,6189,6.317337211,102.1299695,613,,,1763,,,1150,,,,,2376,4973,8112,1877,3258,65,3843,899.3,,,38478,702,2257,1296,,,,,,18,12875,,,,180,717,709,646,63,99,166,157,109,115,443,208,4.805104499,49,257,59.37076233,5920,2256,782,3038,738,2144,2882,2994,2926,5920,65339.112,46559.39,36304.98,5153,618,5771,2726,600,40,340,3366,418,5771,,,,,,,0,92,37,33912,0,8655,561,10850,766,142097,20832,,8655,,561,561,,561,,561,10850,,10850,,10814,766,,766,,766,,
701,7,1,Yamagata,Uzen,Higashiokitama,M20,,106.2457044,2,100.8138524,2,97.14320704,3,3,6,3349,7,5,5,5.54525284,338,3349,07011,page 170 東北,,32308.6,320.501312,340.33,337.695,32648.93,34052.1327,35711.9,15097.2,20614.7,9358.5,2627853,5738.7,598910,3226763,361.9,215.4,858.6,8.517312,504.2,15955.8,31790.33,9755,2.345873911,22884,-208,9963,54,415,5,572,946,9401,142,20727,28713,420,1518,9543,49440,9963,50958,60921,1938,58983,987,951,30128,28855,31115,29806,1,0,1,31116,29806,60922,60394,30853,29541,22884,30853,29541,60394,,9755,6.191081497,104.441285,666,,,695,,,29,,,,,1361,1541,1363,172,136,1288,2819,687.7,,,1568422,1049599,15769173,10916,,,,,,19,9,,,,248,1456,1178,942,236,140,45,189,200,368,789,398,11.78578303,132,530,156.9463569,11590,4005,1200,5205,347,89,436,4352,1289,5641,143442.27,91385.109,65746.88,5399,1350,6749,8315,15967,10257,18240.5,34539,3214,6749,142,110,016,0198,0255,035,11,0,15,12675,60,5.931018519,0,12.48796296,0,122.3759259,18.41898148,,5,33,31,0,,,0,,12.48796296,,12,17,34,0,,,0,,0,60
702,7,2,Yamagata,Uzen,Nishiokitama,M20,,93.42974755,4,91.4745492,5,92.2191768,4,4,7,4616,7,5,4,9.717281014,1286,4616,07021,page 170 東北,,34073.2,338.006144,51923.5,1286.09,85996.7,129685.3887,85996.7,8639.6,77357.1,6354,1594888,2285.6,390459,1985347,399.8,221.2,732.4,7.265408,720,9372,85264.3,7597,2.280768724,17327,-47,7644,49,378,5,736,1077,7160,101,16196,22284,383,1813,7261,38480,7644,40293,47937,2196,45741,1114,1082,23356,22385,24470,23467,1,0,1,24471,23467,47938,47503,24285,23218,17327,24285,23218,47503,,7597,6.252862972,104.5955724,405,,,683,,,278,,,,,1088,29,20,,,1131,2381,46607.5,,,6712206,6411583,6745656,2522,,,,,,18.33,1167,,,,121,749,928,704,224,77,80,172,207,168,549,300,2.332651681,130,430,33.43467409,7283,3124,1229,4353,,,,,,,75852.593,57857.334,39859.74,6045,1047,7092,14031,6374,5139,8326,25544,552,7092,,,,,,,8,0,37,62770,191,0,0,13.01435185,0,78.0861111,13.01435185,,,0,,0,,,0,,13.01435185,,13,0,31,0,,,0,,0,191
703,7,3,Yamagata,Uzen,Minamiokitama (incl Yonezawa),M20,,97.64855554,3,95.12976628,4,97.04699773,3,3,4,23913,3,1,1,46.47813411,862,23913,07031,page 170 東北,,42930.4,425.869568,7966,861.505,50896.4,86871.53373,50896.4,5747.3,45149.1,4242.4,1118870,1504.9,207861,1326731,393.9,224.9,804.1,7.976672,1357.7,6551.4,50092.3,9519,13.39132262,127472,-1287,10806,42,4952,86,6147,11167,5509,259,9382,14573,5038,17314,5768,23955,10806,41269,52075,22352,29723,11099,11253,14891,14832,25990,26085,0,0,0,25990,26085,52075,51450,25527,25923,127472,25527,25923,51450,,9519,5.404979515,98.47239903,1713,,,834,,,-879,,,,,2547,97,134,50,94,130,1864,5547.6,,,7056777,4788077,10608111,8732,20,20,20,1.75,0.75,15,104,35,0028,003,216,956,940,771,169,75,62,218,190,226,532,166,1.926860552,170,336,39.00151479,7508,3113,1031,4144,85,6,91,3198,1037,4235,67928.385,40340.424,27948.25,2753,807,3560,7458,2856,1417,2845,11731,7246,3560,45,6050,105,16,38,,0,0,51,32428.3,2,5.730092593,0.102314815,11.00833333,0,112.6069444,16.84074074,,5,26,17,0.102314815,,,3,41,11.00833333,,11,0,18,0,,,0,,0,2
704,7,4,Yamagata,Uzen,Higashimurayama,M20,,96.54494842,3,96.66215001,3,97.8764681,3,3,6,5247,7,5,4,7.201482295,315,5247,07041,page161 東北,,12896,127.92832,8303.5,314.547,21199.5,31717.95906,21199.5,12657.5,8542,5130.7,2101170,7526.8,802850,2904020,532.1,287,794.6,7.882432,493.5,13452.1,20404.9,12063,3.973887093,47937,-153,12216,46,209,7,437,632,11789,211,24845,35781,216,1069,12000,60626,12216,61695,73911,1285,72626,646,639,36634,35992,37280,36631,1,0,1,37281,36631,73912,72860,36635,36225,47937,36635,36225,72860,,12063,6.039956893,101.131815,886,,,359,,,-527,,,,,1245,10023,10175,6098,7950,299,518,2824.5,,,190618,1149421,6997578,5198,,,,,,15,967,,,,385,1208,1478,1232,246,174,298,121,260,379,1097,183,5.81789049,149,332,105.5486144,12690,4089,1210,5299,524,106,630,4613,1316,5929,97189.996,80444.257,52410.78,7463,2975,10438,19100,31012,23800,39306,73912,1778,10438,215,335,056,058,11,13,0,0,16,23982.4,147,3.3513889,0,0,0,26.8111112,3.3513889,,3,12,39,0,,,0,,0,,,0,,0,,,0,,0,147
705,7,5,Yamagata,Uzen,Nishimurayama,M20,,91.93196484,4,87.65884769,5,89.77002815,5,5,5,15701,4,2,2,23.88711395,975,15701,07051,page161 東北,,20144.7,199.835424,54967.1,975.325,75111.8,98348.795,75111.8,8980.2,66131.6,5507.6,1876595,3472.6,401258,2277853,392.4,200,613.1,6.081952,419.9,9593.3,74498.7,10418,9.703397965,101090,-7,10425,53,89,2,209,303,10200,134,23755,32622,91,512,10334,56377,10425,56889,67314,603,66711,298,305,33955,32756,34253,33061,0,1,1,34253,33062,67315,65730,33378,32352,101090,33378,32352,65730,,10418,6.309272413,103.171365,954,,,488,,,-466,,,,,1442,4333,3982,1066,1496,371,1245,43313.3,,,1129326,3771591,4626662,2907,,,,,,12.333,9333,,,,70,492,1208,1048,160,86,189,198,276,299,734,251,2.573501141,181,432,44.292928,10720,4095,1139,5234,135,,135,4230,,5369,83466.453,63252.252,46869.6,6390,3031,9421,4853,16538,9983,18252,31374,1004,9421,124,188,053,066,,,0,1,24,17950,239,0,0,0,0,0,0,,,,,0,,,,,0,,,,,,,,,,0,239
706,7,6,Yamagata,Uzen,Minamimurayama (incl Yamagata),M20,,90.39798949,5,94.67803458,4,97.71377961,3,3,4,28900,3,1,1,39.18856616,610,28900,07061,page161 東北,,10899.8,108.126016,13412,609.685,24311.8,61478.77382,24311.8,5116.8,19195,4829.1,1273974,287.7,392639,1666613,489.8,309.4,730,7.2416,1757.5,5846.8,23581.8,11973,7.186419444,86043,-85,12058,47,845,23,1325,2488,10818,372,24954,34423,868,3813,11190,59377,12058,63190,75248,4681,70567,2170,2511,35772,34795,37942,37306,0,1,1,37942,37307,75249,73746,37106,36640,86043,37106,36640,73746,,11973,6.159358557,101.2718341,1465,,,2601,,,1136,,,,,4066,7555,5111,1234,1708,85,870,5895.7,,,1283284,2897175,2714201,4828,21,207,227,0.8,0.65,15,8,2,0042,0028,341,1344,1623,1233,390,137,233,232,313,318,1078,263,4.313702978,149,412,67.57587935,12909,5098,1953,7051,,,,,,,98017.323,66486.153,46953.03,5846,4282,10128,11160,9611,3801,8606.5,24572,1930,10128,263,205,045,049,0585,08,9,0,37,39928.9,1,5.881018519,0,7.107407407,0,89.69259259,12.98842593,,5,31,43,0,,,0,,7.107407407,,7,3,52,0,,,0,,0,1
707,7,7,Yamagata,Uzen,Kitamurayama,M20,,93.58627264,4,92.22253345,4,92.27257838,4,4,6,12113,5,3,3,14.91969257,696,12113,07071,page161 東北,,18926.3,187.748896,39447.4,696.153,58373.7,70197.94293,58373.7,13438.2,44935.5,6838.7,1919958,6599.5,637436,2557394,373.2,186.6,777.5,7.7128,355.2,14215.7,57596.2,12314,5.901819068,72675,-96,12410,71,19,1,38,48,12215,175,29106,39586,20,86,12390,68692,12410,68778,81188,106,81082,57,49,41321,39761,41378,39810,0,0,0,41378,39810,81188,71371,40424,30947,72675,41378,39810,81188,,12314,6.593146013,103.9387089,1067,,,492,,,-575,,,,,1559,5061,6973,943,3643,623,3191,17422,,,1700995,1424833,7908847,4460,,,,,,13,8,,,,265,1324,1624,1401,223,96,233,222,317,533,1085,248,3.562435269,130,378,54.29840854,13480,5248,1029,6277,,,,,,,92545.538,63611.848,47918.59,5895,3930,9825,10358,7918,7619,11578,25895,2585,9825,525,1055,0666,0714,,,13,6,20,7655.6,329,9.410648148,0,4.864351852,0,104.4712963,14.275,,9,14,47,0,,,0,,4.864351852,,4,31,7,0,,,0,,0,329
708,7,8,Yamagata,Uzen,Mogami,M20,,93.97677153,4,89.24203013,5,88.42254358,5,5,5,10553,4,2,3,20.6024755,1803,10553,07081,86,84112,14024.1,139.119072,218251.5,1802.7,232275.6,181778.7637,232275.6,9684.2,222591.4,7755.6,1637190,1928.6,155149,1792339,269.1,129.8,601.1,5.962912,230,10285.3,231674.5,6972,6.457687894,45023,-511,7483,53,1184,22,1882,3045,6231,46,18592,21435,1206,4927,6277,40027,7483,44954,52437,6133,46304,3066,3067,24823,21481,27889,24548,2,3,5,27891,24551,52442,51222,27163,24059,45023,27163,24059,51222,,6972,7.346815835,112.9016169,854,,,358,,,-496,,,,,1212,106,206,57,82,241,4343,195123.8,,,4119828,1786783,1290394,1857,165,20,19,2.5,0.4,15,84,,,,247,154,851,733,118,101,112,151,163,206,537,322,1.786209575,74,396,21.96704943,7746,2926,524,3450,,,,,,,65992.609,53994.792,44135.48,4668,969,5637,15579,5762,2866,5747,24207,1846,5637,49,77,05,045,,,0,183,12,7880.09,928,12.00509259,0,16.66666667,0,196.0407407,28.67175926,,12,0,11,0,,,0,,16.66666667,,16,24,0,0,,,0,,0,928
709,7,9,Yamagata,Uzen,Higashitagawa,M20,,107.3179637,2,92.28856933,4,92.58039014,4,4,,,8,,6,0,1080,,,page 179 東北,,22654,224.72768,73564.5,1079.71,96218.5,108874.6597,96218.5,15926.6,80291.9,13941.3,4932708,1985.3,510238,5442946,430.2,211.5,908,9.00736,386.3,16834.6,95310.5,10641,3.790715158,40337,-678,11319,58,150,6,204,305,10977,186,24804,34953,156,509,11163,59757,11319,60266,71585,665,70920,354,311,35781,35139,36135,35450,1,0,1,36136,35450,71586,72137,35844,36293,40337,35844,36293,72137,,10641,6.779156094,98.76284683,1113,,,440,,,-673,,,,,1553,2617,2870,1902,4469,212,4326,58096.7,,,2209357,2210011,6437776,7501,,,,,,37.55,2,,,,341,550,1231,1085,146,40,157,232,353,303,646,634,5.871947097,146,780,72.24162044,12350,3726,341,4067,164,6,170,3890,347,4237,167410.92,145262.35,12330.57,6411,2526,8937,17751,10923,7396,12857.5,36070,2382,8937,28,14,,,,,15,0,8,2570.37,1325,0,0,12.31435185,0,73.8861111,12.31435185,,,0,,0,,,0,,12.31435185,,12,11,19,0,,,0,,0,1325
710,7,10,Yamagata,Uzen,Nishitagawa (incl Tsuruoka),M20,,106.4796033,2,97.98819754,3,103.133444,2,2,4,27780,3,1,1,39.27001315,606,27780,07101,page 179 東北,,16214.3,160.845856,14268,605.643,30482.3,61071.19088,30482.3,3007.6,27474.7,7167.3,2615926,-4159.7,213155,2829081,588.7,270.3,614,6.09088,3180.8,3621.6,29868.3,10928,7.55261713,82535,-2514,13442,65,2564,133,3013,5656,10231,514,19226,29961,2697,8669,10745,49187,13442,57856,71298,11366,59932,5577,5789,29457,30475,35034,36264,10,14,24,35044,36278,71322,70741,34752,35989,82535,34752,35989,70741,,10928,6.473371157,96.56283865,2160,,,1109,,,-1051,,,,,3269,1882,4383,619,1662,434,2188,8072.2,,,7062897,4534447,814102,5166,143,18,15,0.85,0.487,10.267,48,155,0009,003,348,497,1252,1107,145,32,145,318,300,312,634,596,9.84078079,179,775,127.963173,12470,3837,803,4640,362,59,421,4199,862,5061,137322.16,81468.758,65505.21,3754,1557,5311,6344,12420,3112,9322,21876,8131,5311,184,526,1,1,2,,53,4,35,27161.5,1833,0,0,15.69305556,0,94.15833336,15.69305556,,,0,,0,,,0,,15.69305556,,15,24,57,0,,,0,,37,1796
801,8,1,Akita,Ugo,Minamiakita (incl Akita),M20,,94.74970243,4,96.23481494,3,95.55795101,4,4,4,42228,3,1,1,34.82175989,960,42228,08011,page 196 東北,,28475.8417,282.4803497,87589.36,960.214,116065.2017,96825.0479,,15614.412,12861.07,11931.4,3493193,3683.012,350980,3844173,381.4,131.3,1060.7,10.522144,214.2,16675.112,115004.5017,22294,3.260742801,72695,-1711,24005,61,3477,147,4452,7737,18737,1644,38341,53235,3624,12189,20381,91576,24005,103765,127770,15813,111957,7929,7884,57078,54879,65007,62763,25,35,60,65032,62798,127830,121269,61507,59762,72695,61507,59762,121269,,22294,5.439535301,102.9199157,3455,,,1923,,,-1532,,,,,5378,2167952,1758105,5876112,5831001,162,7570,64278.7025,,,1892764,4398004,45755774,32483,20,17,15,15,6,12.5,85,13,005,025,550,729,2545,1928,617,365,179,319,438,627,1788,108,1.124749275,213,321,33.43004789,20181,5983,1015,6998,161,111,272,6144,1126,7270,16461.281,103629.55,86970.86,5135,7172,12307,5069,4946,2116,4589,12131,11698,12307,,,145,088,145,,7,328,37,74137.3,3092,21653,0,33815,0,376114,55468,,21653,,,0,,,0,,33815,,33815,,,0,,,0,,23,3069
802,8,2,Akita,Ugo,Kitaakita,M20,,91.91943795,4,89.21464489,5,85.99015213,5,5,6,6728,7,5,4,8.110323545,2345,6728,08021,page 196 東北,,40987.9502,406.600466,421263.1,2344.55,462251.0502,236417.2633,,18008.891,22979.053,11437.5,2491196,6571.391,425306,2916502,280,108.5,959.5,9.51824,139.4,18968.391,461291.5502,14135,1.343190661,18986,-501,14636,59,593,9,953,1335,13934,100,38627,38301,602,2288,14034,76928,14636,79216,93852,2890,90962,1546,1344,52561,38401,54107,39745,2,1,3,54109,39746,93855,82956,44489,38467,18986,44489,38467,82956,,14135,5.868836222,115.654977,1868,,,1286,,,-582,,,,,3154,32420,74,29150,69518,454,14075,410689.1708,,,1512063,2702742,11386186,9069,20,,15,15,8,16.25,8875,18,017,023,228,146,1482,1284,198,133,187,396,170,398,916,966,4.120193641,48,1014,43.24923759,13525,5019,676,5695,1110,140,1250,6129,816,6945,98060.123,78577.609,61702.53,8534,3069,11603,4069,6151,1392,4467.5,11612,3033,11603,475,442,,,,,17,1869,8,3238.12,625,31440,49680,10193,0,660438,91313,,31440,,,49680,,49680,,,10193,,10193,,,0,,,0,,0,625
803,8,3,Akita,Ugo,Yamamoto,M20,,92.43195073,4,90.01036185,5,87.65036878,5,5,5,10626,5,3,3,15.15186083,1207,10626,08031,59,34658,31311.4501,310.609585,142151,1206.55,173462.4501,121664.818,,13082.331,18229.113,9168.3,2211133,3914.031,321717,2532850,285.8,111.9,728.2,7.223744,170.2,13810.531,172734.2501,12084,3.244372724,39205,-115,12199,39,388,10,602,841,11578,223,25181,34145,398,1443,11801,59326,12199,60769,72968,1841,71127,990,851,36759,34368,37749,35219,1,1,2,37750,35220,72970,70130,36165,33965,39205,36165,33965,70130,,12084,5.803541874,106.477256,1634,,,603,,,-1031,,,,,2237,1417618,2710515,2070365,4550216,138,9830,119542.5607,,,1077561,1439488,13181521,9691,18,20,,,,15,7,1,018,025,181,71,1119,998,121,69,130,291,213,295,615,338,2.801375824,47,385,31.90916249,12207,4144,693,4837,13,8,21,4157,701,4858,68997.748,68416.64,55146.23,6148,3209,9357,4193,2532,1682,2948,8407,2842,9357,176,84,028,079,14,,4,1234,14,151.81,1843,30244,0,58320,0,591872,88564,,30244,,,0,,,0,,58320,,58320,,,0,,,0,,43,1800
804,8,4,Akita,Ugo,Kawabe,M20,,99.04182463,3,89.48521608,5,86.85026061,5,5,6,4204,6,3,4,13.58100468,806,4204,08041,59,27174,13209.3128,131.036383,51461.78,805.638,64671.0928,81238.07603,71112.3126,64336.671,6775.6416,5284.4,1482889,59052.271,113802,1596691,359.5,151,425.4,4.219968,151.7,64762.071,64245.6928,5309,3.559427387,18897,-206,5515,20,115,1,192,291,5338,61,10552,15132,116,483,5399,25684,5515,26167,31682,599,31083,307,292,15890,15193,16197,15485,9,5,14,16206,15490,31696,30955,15845,15110,18897,15845,15110,30955,,5309,5.830664909,104.8643283,706,,,98,,,-608,,,,,804,410199,412218,164148,174021,112,4053,48143.6619,,,762863,2205959,711378,7724,,,,,,10,8,1,01,02,118,57,491,432,59,40,58,162,88,84,241,272,3.376206187,23,295,36.6169421,5179,1529,125,1654,,,,,,,54650.936,42449.204,36886.18,2371,1294,3665,3757,1325,251,913.5,5333,1850,3665,,,,,,,17,351,7,1871.24,551,41335,0,8010,0,378740,49345,,41335,,,0,,,0,,8010,,8010,,,0,,,0,,2,549
805,8,5,Akita,Ugo,Senboku,M20,,97.04454755,3,91.32217129,5,88.05161083,5,5,6,8306,6,5,3,8.536660569,1695,8306,08051,181,110219,55036.0829,545.9579424,214429,1695.31,269465.0829,170949.884,,27925.373,27110.71,21001.1,4620006,6924.273,583555,5203561,301.7,126.2,1839.6,18.248832,153.2,29764.973,267625.4829,17294,2.185671331,37799,-372,17666,72,532,13,816,1285,16865,256,34623,46158,545,2101,17121,80781,17666,82882,100548,2646,97902,1348,1298,51488,46414,52836,47712,0,0,0,52836,47712,100548,97298,51100,46198,37799,51100,46198,97298,,17294,5.626113103,110.610849,1411,,,1127,,,-284,,,,,2538,151398,298912,9786,193922,441,12451,203575.4007,,,2750991,7111443,14307185,16833,,,,,,12,6,1295,013,025,212,385,1455,1331,124,83,162,579,179,328,697,921,5.432634739,128,1049,61.87658894,15627,5147,719,5866,98,0,98,5245,719,5964,176317.17,141192.69,115380.2,9635,4896,14531,4468,4949,4765,7239.5,14182,3135,14531,11,16,0547,0275,1307,,34,1489,19,7100.23,763,256707,2221,23424,0,2209747,282352,,256707,,,2221,,2221,,,23424,,23424,,,0,,,0,,0,763
806,8,6,Akita,Ugo,Hiraka,M20,,96.44328001,3,94.70981801,4,90.34258717,5,5,5,10661,5,3,3,14.07169821,510,10661,08061,115,67274,27669.7921,274.4843376,5593.142,509.824,33262.9341,51409.09549,27669.792,15724.932,11944.86,13092.3,2592573,2632.632,194325,2786898,278.2,133.6,1093.2,10.844544,152.9,16818.132,32169.7341,13311,2.449778379,32609,-172,13483,49,600,13,908,1436,12677,193,27476,35288,613,2344,12870,62764,13483,65108,78591,2957,75634,1508,1449,40153,35481,41661,36930,1,0,1,41662,36930,78592,75762,40185,35577,32609,40185,35577,75762,,13311,5.69168357,112.9521882,1367,,,571,,,-796,,,,,1938,1234,282721,13808,139,218,4245,2423.0605,,,1938979,5641728,9016805,10169,18,17,18,15,7,15.5,76,1533,01,02,155,478,1472,1316,156,301,207,476,115,217,881,542,10.63111976,59,601,117.8838187,12399,4332,816,5148,47,0,47,4379,816,5195,97310.945,76218.931,65021.97,8016,1823,9839,1645,3707,3348,5201.5,8700,3644,9839,93,102,045,035,,,248,452,17,11741.4,204,16011,15000,6901,20000,374494,57912,,16011,,,15000,,15000,,,6901,,6901,,,20000,,20000,,,0,204
807,8,7,Akita,Ugo,Ogachi,M20,,91.40905951,5,89.26896062,5,88.02502606,5,5,6,6316,6,4,4,10.81729122,1390,6316,08071,84,52848,19232.3701,190.7851114,59305.54,1390.48,78537.9101,140211.7576,,11747.742,17484.522,8541.3,1731019,3206.442,220183,1951202,281,123.3,835.5,8.28816,145.8,12583.242,77702.4101,10809,5.778795448,62463,-61,10870,52,497,8,748,1159,10208,157,20011,25600,505,1907,10365,45611,10870,47518,58388,2412,55976,1245,1167,30219,25757,31464,26924,0,0,0,31464,26924,58388,56251,30425,25826,62463,31464,26924,58388,,10809,5.401794801,116.862279,929,See #100-106,,1102,,,173,,,,,2031,45485,75624,65546,14201,266,5069,55537.5901,,,1371631,849783,8522351,8590,25,,30,13,7.5,13,6,201,007,021,77,483,873,740,133,31,111,320,76,202,477,632,4.545193027,62,694,49.91082216,7824,3205,994,4199,100,0,100,3305,994,4299,78492.965,52813.739,43067.43,6720,1995,8715,3320,3750,1340,3215,8410,2155,8715,11,15,,0771,,,3,166,26,19536.8,72,29058,0,5580,2260,277244,36898,,29058,,,0,,,0,,5580,,5580,,,2260,,2260,,,0,72
